,Unnamed: 0,SA2 Name,median_income of suburb,median_rent,median_mortgage_repayment,unemployment_rate,unoccupied_rate,yearly building_approval,Greater Perth median income,qualyfing_income(mortgage),affordability_index(mortgage),qualyfing_income(rent),affordability_index(rent)
133,133,Booragoon,2506.3636363636365,419.8717948717949,583.013698630137,0.06953778631189138,0.10211211688105447,299.0,2333.1674805026496,1943.37899543379,120.05725522323313,1399.57264957265,166.7057070038534
134,134,Bull Creek,2138.6363636363635,432.35294117647067,488.21917808219183,0.08203870264377215,0.08718114304165321,19.0,2333.1674805026496,1627.3972602739727,143.3680354180921,1441.1764705882354,161.8932537491634
135,135,Leeming,2427.3743016759777,472.0,488.2636060718253,0.06155115511551155,0.060054821829055575,16.0,2333.1674805026496,1627.5453535727509,143.3549901009476,1573.3333333333335,148.294543252287
136,136,Melville,2511.904761904762,419.30970149253716,565.410237923576,0.05163406633458875,0.0902532391048292,70.0,2333.1674805026496,1884.7007930785867,123.79511321218844,1397.699004975124,166.9291794726701
137,137,Murdoch - Kardinya,2015.625,423.45360824742266,475.2409234601015,0.08692873122403323,0.07967715231788079,25.0,2333.1674805026496,1584.1364115336717,147.28324300328458,1411.5120274914086,165.2956145651299
138,138,Willagee,1908.928571428572,278.125,488.97006595636736,0.08052181736392262,0.10135746606334843,65.0,2333.1674805026496,1629.9002198545581,143.14787200352956,927.0833333333335,251.66750351489253
139,139,Winthrop,2451.183431952663,575.0,516.1643835616438,0.06764052080025405,0.07975460122699386,6.0,2333.1674805026496,1720.5479452054794,135.6060717171126,1916.666666666667,121.73047724361649
140,140,Baldivis,2116.777531411678,390.625,490.8074075895822,0.07808850829390981,0.07516366951189192,700.0,2333.1674805026496,1636.024691965274,142.6119967480401,1302.0833333333335,179.18726250260346
141,141,Cooloongup,1362.9943502824858,315.4191616766467,351.36201029578575,0.13662486938349008,0.0919227631221104,4.0,2333.1674805026496,1171.2067009859525,199.21056450057262,1051.3972055888223,221.911135782027
142,142,Port Kennedy,1942.4019607843134,373.28680203045684,434.0932512253361,0.1059347181008902,0.08145722472370037,13.0,2333.1674805026496,1446.9775040844538,161.2442124301659,1244.2893401015226,187.5100433081171
143,143,Rockingham,1469.791666666667,305.3135888501742,394.71521268925727,0.1064385150812065,0.16080526904436435,31.0,2333.1674805026496,1315.7173756308578,177.33044525492767,1017.7119628339141,229.25617126536733
144,144,Safety Bay - Shoalwater,1669.254658385093,314.10614525139664,425.8517737969792,0.10294968189705032,0.1658308836244164,30.0,2333.1674805026496,1419.5059126565975,164.3647595758259,1047.020484171322,222.8387615882477
145,145,Singleton - Golden Bay - Secret Harbour,2219.6296296296296,391.1585365853659,491.6956891881433,0.0873388042203986,0.11794726396370855,222.0,2333.1674805026496,1638.9856306271445,142.3543585070897,1303.8617886178865,178.94285275250252
146,146,Waikiki,1776.3761467889908,350.29069767441865,413.24597974985113,0.10024855012427507,0.10303514376996806,54.0,2333.1674805026496,1377.4865991661704,169.37859736094558,1167.635658914729,199.81982073682443
147,147,Warnbro,1615.327380952381,339.32038834951464,394.1600576784426,0.12228682170542635,0.09647112740604948,5.0,2333.1674805026496,1313.8668589281422,177.58020644542756,1131.067961165049,206.28004334057755
